customer_id,primary_segment,customer_persona,retention_risk,cross_sell_opportunity,genai_targeting_priority,product_id,product_name,recommendation_score,recommendation_confidence,recommendation_reason,campaign_objective,marketing_angle,campaign_priority,recommendation_strength,campaign_context_ready,subject,headline,campaign_body,cta,generation_source,variant_a_subject,variant_a_headline,variant_a_body,variant_a_cta,variant_b_subject,variant_b_headline,variant_b_body,variant_b_cta,variant_a_strategy,variant_b_strategy,test_group,variant_a,variant_b,variant_a_score,variant_b_score,winning_variant,winning_strategy,score_difference,ab_confidence,recommendation_count,evaluation_type,analytics_note
C000090,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.8661597343837367,0.0,customer profile supports premium banking services; strong account balance; high spending activity,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.8661597343837367,True,Discover Premium Banking,An option selected with your needs in mind,Explore Premium Banking and discover how it may complement your financial needs.,Explore Premium Banking,Fallback,Explore Premium Banking for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Premium Banking and see how it may complement your existing financial needs.",Explore Premium Banking,Have you explored Premium Banking?,Consider adding Premium Banking to your financial plans,Take the next step and learn more about Premium Banking. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,62.024339520680186,19.44312881862834,A,Benefit-Focused,42.58121070205185,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000091,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.7487590832627996,0.0,spending and transaction patterns support a rewards credit card; high transaction activity; strong segment fit,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.7487590832627996,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,59.149409820778885,16.807776593718813,A,Benefit-Focused,42.34163322706007,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000092,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4914967266636498,0.0,spending and transaction patterns support a rewards credit card; positive response to previous recommendations,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4914967266636498,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,52.84951980661189,11.032877414065736,A,Benefit-Focused,41.81664239254615,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000093,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.742042447943227,0.0,customer profile supports premium banking services; high transaction activity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.742042447943227,True,Discover Premium Banking,An option selected with your needs in mind,Explore Premium Banking and discover how it may complement your financial needs.,Explore Premium Banking,Fallback,Explore Premium Banking for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Premium Banking and see how it may complement your existing financial needs.",Explore Premium Banking,Have you explored Premium Banking?,Consider adding Premium Banking to your financial plans,Take the next step and learn more about Premium Banking. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,58.98493156465956,16.657004858942763,A,Benefit-Focused,42.3279267057168,High,2,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000094,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4861422295581274,0.0,spending and transaction patterns support a rewards credit card; high transaction activity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4861422295581274,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,52.71839785277499,10.912682289715242,A,Benefit-Focused,41.80571556305975,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000095,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.481934356617052,0.0,spending and transaction patterns support a rewards credit card; positive response to previous recommendations,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.481934356617052,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,52.61535465176883,10.818226022126261,A,Benefit-Focused,41.79712862964257,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000096,Core Active,Core High-Activity Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.47780268457168,0.0,financial capacity and transaction activity support borrowing needs; high transaction activity,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 3,0.47780268457168,True,Discover Personal Loan,An option selected with your needs in mind,Explore Personal Loan and discover how it may complement your financial needs.,Explore Personal Loan,Fallback,Explore Personal Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Personal Loan and see how it may complement your existing financial needs.",Explore Personal Loan,Have you explored Personal Loan?,Consider adding Personal Loan to your financial plans,Take the next step and learn more about Personal Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,52.51417747293652,10.725480274863317,A,Benefit-Focused,41.7886971980732,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000097,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.3881503653207515,0.0,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.3881503653207515,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,50.31875425493393,8.713008991694274,A,Benefit-Focused,41.605745263239655,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000098,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P007,Term Insurance,0.8236934658323463,0.0,customer profile indicates potential protection needs; strong income profile; high transaction activity,Cross-Sell,Introduce a complementary product and highlight financial protection and security,Priority 2,0.8236934658323463,True,Discover Term Insurance,An option selected with your needs in mind,Explore Term Insurance and discover how it may complement your financial needs.,Explore Term Insurance,Fallback,Explore Term Insurance for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Term Insurance and see how it may complement your existing financial needs.",Explore Term Insurance,Have you explored Term Insurance?,Consider adding Term Insurance to your financial plans,Take the next step and learn more about Term Insurance. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,60.98441737768787,18.489866854218725,A,Benefit-Focused,42.494550523469144,High,1,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000099,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P008,Premium Banking,0.171583329218826,0.0,customer profile supports premium banking services,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 4,0.171583329218826,True,Discover more value with Premium Banking,Benefits designed around your banking needs,Explore Premium Banking and discover an option designed to support your evolving financial needs.,Explore Premium Banking,Fallback,Discover more value with Premium Banking,More value for your banking journey,Explore Premium Banking and discover an option that may complement your evolving financial needs.,Explore Premium Banking,Keep exploring your options with Premium Banking,Consider your next banking opportunity,Take a closer look at Premium Banking and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,85.82907260429266,3.85161840327796,A,Benefit-Focused,81.97745420101471,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000100,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.4040754416133722,0.0,customer profile supports premium banking services; strong digital affinity,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.4040754416133722,True,Discover Premium Banking,An option selected with your needs in mind,Explore Premium Banking and discover how it may complement your financial needs.,Explore Premium Banking,Fallback,Explore Premium Banking for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Premium Banking and see how it may complement your existing financial needs.",Explore Premium Banking,Have you explored Premium Banking?,Consider adding Premium Banking to your financial plans,Take the next step and learn more about Premium Banking. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,50.708730582745666,9.070487292188362,A,Benefit-Focused,41.638243290557305,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000101,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4268828879092712,0.0,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4268828879092712,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,51.26724370945259,9.58245765833638,A,Benefit-Focused,41.68478605111621,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000102,Core Active,Core Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.4547723893421072,0.0,customer profile supports premium banking services; positive response to previous recommendations,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 3,0.4547723893421072,True,Discover more value with Premium Banking,Benefits designed around your banking needs,Explore Premium Banking and discover an option designed to support your evolving financial needs.,Explore Premium Banking,Fallback,Discover more value with Premium Banking,More value for your banking journey,Explore Premium Banking and discover an option that may complement your evolving financial needs.,Explore Premium Banking,Keep exploring your options with Premium Banking,Consider your next banking opportunity,Take a closer look at Premium Banking and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,92.76386071544958,10.208507505171802,A,Benefit-Focused,82.55535321027779,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000103,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P004,Personal Loan,0.2813396199300277,0.0,financial capacity and transaction activity support borrowing needs,Retention,Strengthen the customer relationship while highlight flexible financing and convenience,Priority 4,0.2813396199300277,True,Discover more value with Personal Loan,Benefits designed around your banking needs,Explore Personal Loan and discover an option designed to support your evolving financial needs.,Explore Personal Loan,Fallback,Discover more value with Personal Loan,More value for your banking journey,Explore Personal Loan and discover an option that may complement your evolving financial needs.,Explore Personal Loan,Keep exploring your options with Personal Loan,Consider your next banking opportunity,Take a closer look at Personal Loan and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,88.51680573783031,6.315373775687459,A,Benefit-Focused,82.20143196214285,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000104,Core Active,Core Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4010720580463311,0.0,spending and transaction patterns support a rewards credit card; positive response to previous recommendations,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 3,0.4010720580463311,True,Discover more value with Rewards Credit Card,Benefits designed around your banking needs,Explore Rewards Credit Card and discover an option designed to support your evolving financial needs.,Explore Rewards Credit Card,Fallback,Discover more value with Rewards Credit Card,More value for your banking journey,Explore Rewards Credit Card and discover an option that may complement your evolving financial needs.,Explore Rewards Credit Card,Keep exploring your options with Rewards Credit Card,Consider your next banking opportunity,Take a closer look at Rewards Credit Card and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,91.44883668566179,9.003068811199658,A,Benefit-Focused,82.44576787446213,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000105,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.3451108568130403,0.0,customer profile supports premium banking services,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.3451108568130403,True,Discover Premium Banking,An option selected with your needs in mind,Explore Premium Banking and discover how it may complement your financial needs.,Explore Premium Banking,Fallback,Explore Premium Banking for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Premium Banking and see how it may complement your existing financial needs.",Explore Premium Banking,Have you explored Premium Banking?,Consider adding Premium Banking to your financial plans,Take the next step and learn more about Premium Banking. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,49.26479450175922,7.746879217950786,A,Benefit-Focused,41.517915283808435,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000106,Premium High-Value,Premium Relationship Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 2,P007,Term Insurance,0.6099560560204972,0.0,customer profile indicates potential protection needs; strong segment fit; positive response to previous recommendations,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 2,0.6099560560204972,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,96.56402815927156,13.69199432867528,A,Benefit-Focused,82.87203383059628,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000107,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.2292337449957028,0.0,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.2292337449957028,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,87.24082706175193,5.145726655948941,A,Benefit-Focused,82.09510040580298,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000108,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P004,Personal Loan,0.6218813086319089,0.0,financial capacity and transaction activity support borrowing needs; high transaction activity; strong digital affinity,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 2,0.6218813086319089,True,Discover Personal Loan,An option selected with your needs in mind,Explore Personal Loan and discover how it may complement your financial needs.,Explore Personal Loan,Fallback,Explore Personal Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Personal Loan and see how it may complement your existing financial needs.",Explore Personal Loan,Have you explored Personal Loan?,Consider adding Personal Loan to your financial plans,Take the next step and learn more about Personal Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,56.04240249960161,13.959686549306308,A,Benefit-Focused,42.082715950295295,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000109,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P007,Term Insurance,0.4874519180743042,0.0,customer profile indicates potential protection needs,Cross-Sell,Introduce a complementary product and highlight financial protection and security,Priority 2,0.4874519180743042,True,Discover Term Insurance,An option selected with your needs in mind,Explore Term Insurance and discover how it may complement your financial needs.,Explore Term Insurance,Fallback,Explore Term Insurance for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Term Insurance and see how it may complement your existing financial needs.",Explore Term Insurance,Have you explored Term Insurance?,Consider adding Term Insurance to your financial plans,Take the next step and learn more about Term Insurance. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,52.75046975677914,10.942081535052385,A,Benefit-Focused,41.80838822172676,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000110,At Risk,At-Risk Declining Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.2469347935646179,0.0,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.2469347935646179,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,87.67429373986896,5.5430711108895565,A,Benefit-Focused,82.1312226289794,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000111,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P004,Personal Loan,0.8173592114204327,0.0,financial capacity and transaction activity support borrowing needs; high transaction activity; strong digital affinity,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 2,0.8173592114204327,True,Discover Personal Loan,An option selected with your needs in mind,Explore Personal Loan and discover how it may complement your financial needs.,Explore Personal Loan,Fallback,Explore Personal Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Personal Loan and see how it may complement your existing financial needs.",Explore Personal Loan,Have you explored Personal Loan?,Consider adding Personal Loan to your financial plans,Take the next step and learn more about Personal Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,60.8293029386991,18.347678618479016,A,Benefit-Focused,42.481624320220085,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000112,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4073435427421607,0.0,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4073435427421607,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,50.788760471061664,9.143848023144702,A,Benefit-Focused,41.644912447916965,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000113,Core Active,Core Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.3297939909864239,0.0,customer profile supports premium banking services,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 3,0.3297939909864239,True,Discover more value with Premium Banking,Benefits designed around your banking needs,Explore Premium Banking and discover an option designed to support your evolving financial needs.,Explore Premium Banking,Fallback,Discover more value with Premium Banking,More value for your banking journey,Explore Premium Banking and discover an option that may complement your evolving financial needs.,Explore Premium Banking,Keep exploring your options with Premium Banking,Consider your next banking opportunity,Take a closer look at Premium Banking and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,89.70336568541161,7.403053727636999,A,Benefit-Focused,82.30031195777461,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000114,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.3561602094325181,0.0,customer profile indicates potential protection needs,Cross-Sell,Introduce a complementary product and highlight financial protection and security,Priority 3,0.3561602094325181,True,Discover Term Insurance,An option selected with your needs in mind,Explore Term Insurance and discover how it may complement your financial needs.,Explore Term Insurance,Fallback,Explore Term Insurance for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Term Insurance and see how it may complement your existing financial needs.",Explore Term Insurance,Have you explored Term Insurance?,Consider adding Term Insurance to your financial plans,Take the next step and learn more about Term Insurance. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,49.53537317152908,7.9949096652398275,A,Benefit-Focused,41.54046350628926,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000115,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P007,Term Insurance,0.5934443506550969,0.0,customer profile indicates potential protection needs; strong digital affinity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight financial protection and security,Priority 2,0.5934443506550969,True,Discover Term Insurance,An option selected with your needs in mind,Explore Term Insurance and discover how it may complement your financial needs.,Explore Term Insurance,Fallback,Explore Term Insurance for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Term Insurance and see how it may complement your existing financial needs.",Explore Term Insurance,Have you explored Term Insurance?,Consider adding Term Insurance to your financial plans,Take the next step and learn more about Term Insurance. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,55.34603280929924,13.32134766652915,A,Benefit-Focused,42.02468514277009,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000116,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P005,Home Loan,0.6475720852793612,0.0,financial capacity supports a potential home financing need; strong segment fit,Cross-Sell,Introduce a complementary product and highlight long-term home financing value,Priority 3,0.6475720852793612,True,Discover Home Loan,An option selected with your needs in mind,Explore Home Loan and discover how it may complement your financial needs.,Explore Home Loan,Fallback,Explore Home Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Home Loan and see how it may complement your existing financial needs.",Explore Home Loan,Have you explored Home Loan?,Consider adding Home Loan to your financial plans,Take the next step and learn more about Home Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,56.67152317390867,14.536380500754442,A,Benefit-Focused,42.13514267315423,High,1,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000117,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.3125316462772143,0.0,spending and transaction patterns support a rewards credit card,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 3,0.3125316462772143,True,Discover more value with Rewards Credit Card,Benefits designed around your banking needs,Explore Rewards Credit Card and discover an option designed to support your evolving financial needs.,Explore Rewards Credit Card,Fallback,Discover more value with Rewards Credit Card,More value for your banking journey,Explore Rewards Credit Card and discover an option that may complement your evolving financial needs.,Explore Rewards Credit Card,Keep exploring your options with Rewards Credit Card,Consider your next banking opportunity,Take a closer look at Rewards Credit Card and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,89.28064207169574,7.015557081730768,A,Benefit-Focused,82.26508498996498,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000118,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.4246559747564773,0.0,customer profile supports premium banking services,Engagement,Highlight premium services and exclusive benefits,Priority 3,0.4246559747564773,True,Explore Premium Banking,A financial option worth exploring,Take a closer look at Premium Banking and see how it could complement your banking needs.,Learn More,Fallback,Discover Premium Banking,An option worth exploring,Explore Premium Banking and learn how it may complement your financial needs.,Learn More,See what Premium Banking can offer,Take a closer look at Premium Banking,Learn more about Premium Banking and consider whether it could complement your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,10.399057095605896,91.1597760777494,B,Action-Focused,80.7607189821435,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
